smiles1,percentage_1,smiles2,percentage_2,smiles3,percentage_3,L,a,b
Cc1sc(C)c2OCC(COCC(CC)CCCC)(COCC(CC)CCCC)COc12,0.65,Cc1ccc(C)c2nsnc12,0.05,Cc1ccc3c(c1)Cc2cc(C)ccc23,0.3,62.62825317,23.59644756,39.29199183
Cc1sc(C)c2OCC(COCC(CC)CCCC)(COCC(CC)CCCC)COc12,0.6,Cc1ccc(C)c2nsnc12,0.15,Cc1ccc3c(c1)Cc2cc(C)ccc23,0.25,58.06609494,-17.3635387,14.54569276
Cc1sc(C)c2OCC(COCC(CC)CCCC)(COCC(CC)CCCC)COc12,0.55,Cc1ccc(C)c2nsnc12,0.2,Cc1ccc3c(c1)Cc2cc(C)ccc23,0.25,51.59342689,-7.54383093,3.095928392
Cc1sc(C)c2OCC(COCC(CC)CCCC)(COCC(CC)CCCC)COc12,0.55,Cc1ccc(C)c2nsnc12,0.25,Cc1ccc3c(c1)Cc2cc(C)ccc23,0.2,50.93001245,-10.68349319,-23.96094883
Cc1sc(C)c2OCC(COCC(CC)CCCC)(COCC(CC)CCCC)COc12,0.5,Cc1ccc(C)c2nsnc12,0.35,Cc1ccc3c(c1)Cc2cc(C)ccc23,0.15,49.69183278,4.442791779,-36.86198846
Cc1sc(C)c2OCC(COCC(CC)CCCC)(COCC(CC)CCCC)COc12,0.55,Cc1ccc(C)c2nsnc12,0.15,Cc1ccc3c(c1)Cc2cc(C)ccc23,0.3,66.04330694,-8.429348551,22.96154585
