,L,a,b
0,56.6888638622,61.2482426542,-7.51472628957
1,60.4593569192,60.751152479,5.21051406046
2,56.8131375707,60.7983927025,-5.44669828733
3,68.180821673,51.7687745551,29.9888254901
4,56.7878892484,62.7310305637,-11.6659223466
