,L,a,b
0,86.4637583328,-7.44378943626,45.0819762401
1,86.4146001033,-3.96958949558,42.6535236613
2,92.0310102012,-11.6509949628,53.5993790622
3,78.93920494,2.07460645211,29.0930071312
4,95.9050464805,-15.9032281744,66.4642079559
5,88.5975514563,-8.84440366716,53.1928769547
6,68.5459982465,4.54713407841,15.7930470424
